入账日期,业务品牌,总品类,品类,产品标准名称,SellIn_quantity,SellIn_return_amount,SellIn_amount
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.0号,24,-277.8,2616.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.65号,12,-138.9,1308.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.68号,12,-138.9,1308.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜2.0/9,24,-83.88,1896.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.68/9,60,-209.72,4740.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.88/9,36,-125.82,2844.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜300,12,-151.64,1428.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,36,-125.82,2844.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,24,-83.89,1896.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.57/9,12,-41.94,948.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.7/9,48,-167.76,3792.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.9/9,12,-41.94,948.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜468,12,-151.64,1428.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.0/9,24,-83.88,1896.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.05/9号,12,-41.94,948.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜557号,12,-151.64,1428.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜568,12,-151.64,1428.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜3.06,12,-97.75,1428.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜4.6,24,-195.5,2856.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜3.0 經典黑棕,24,-195.5,2856.0
2022/11/11 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,24,-195.5,2856.0
2022/11/11 0:00:00,SK,Styling,Styling,got2b酷印强持久发胶250ml*12,12,-56.68,828.0
2022/11/11 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型喷发胶300ML*12,12,-43.11,696.0
2022/11/11 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型啫喱水150ml,12,-45.88,345.6
2022/11/11 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱膏180ML*12,12,-23.0,336.0
2022/11/11 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型哑光发蜡85ml,12,-76.46,576.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护润发乳600ml,24,-337.71,3816.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护洗发露600ml,48,-675.41,7632.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻多效修护润发乳600ml,48,-463.01,5232.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻多效修护洗发露600ml,24,-231.5,2616.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护精华液50ml*12,36,-379.11,4284.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护洗发露600ml*12,24,-337.7,3816.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养润发乳600ml,24,-337.7,3816.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养洗发露600ml,48,-675.41,7632.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻金纯盈润精油洗发露600ml,60,-578.76,6540.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻生姜精华润发乳 控油型 600ml*12,24,-252.74,2856.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 控油型 600ml*12,72,-758.25,8568.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 舒缓型 600ml*12,72,-758.25,8568.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻水光弹润润发乳600ml,12,-115.75,1308.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻水光弹润洗发露600ml,60,-578.76,6540.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养润发乳600ml,48,-463.02,5232.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养洗发露600ml,48,-463.02,5232.0
2022/11/12 0:00:00,SK,Care,Extra Care,施华蔻盈萃柔顺护发精油80ml,48,-547.97,6194.4
2022/11/12 0:00:00,SK,Care,Syoss Care,丝蕴净油蓬松洗发露 680ml - Y24,45,-314.61,3555.0
2022/11/12 0:00:00,SK,Care,Syoss Care,丝蕴水润顺滑洗发露 680ml,0,0.0,0.0
2022/11/12 0:00:00,SK,Care,Syoss Care,丝蕴桃沁盈润洗发露 680ml - 宝可梦限定版,9,-62.920000000000016,711.0
2022/11/12 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护润发乳 680ml,45,-314.61,3555.0
2022/11/12 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护洗发露 680ml,27,-188.76,2133.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳6-11/9,12,-73.11,1068.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳9.5-11,12,-94.52,1068.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝2.0号,12,-138.9,1308.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜2.0/9,60,-209.70999999999998,4740.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.0/9,72,-251.66,5688.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.68/9,60,-209.72,4740.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.88/9,12,-41.94,948.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,48,-167.76999999999998,3792.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,36,-125.82,2844.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.57/9,12,-41.94,948.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.7/9,36,-125.83,2844.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜468,12,-151.64,1428.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.0/9,24,-83.88,1896.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜568,12,-151.64,1428.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜2.0号,12,-97.75,1428.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜3.06,12,-97.75,1428.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜3.0 經典黑棕,12,-97.75,1428.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,24,-195.5,2856.0
2022/11/12 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.05 優雅亮棕,24,-195.5,2856.0
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型喷发胶300ML*12,120,-431.13,6960.0
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴持久定型强力塑型发蜡85ml,12,-76.46,576.0
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型定型喷发胶180ML*12,36,-93.64,1368.0
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱水150ml,12,-45.88,345.6
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型哑光发蜡85ml,24,-152.92,1152.0
2022/11/12 0:00:00,SK,Styling,Styling,丝蕴盈润魅卷空气感润卷弹力素150ml,12,-23.58,345.6
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护润发乳600ml,12,-168.85,1908.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护洗发露600ml,36,-506.55999999999995,5724.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻多效修护润发乳600ml,12,-115.75,1308.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻多效修护洗发露600ml,108,-1041.79,11772.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护精华液50ml*12,12,-126.37,1428.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护洗发露600ml*12,60,-844.26,9540.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养润发乳600ml,12,-168.85,1908.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养洗发露600ml,36,-506.54999999999995,5724.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻金纯盈润精油洗发露600ml,36,-347.25,3924.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻生姜精华润发乳 控油型 600ml*12,12,-126.37,1428.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 控油型 600ml*12,144,-1516.48,17136.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 舒缓型 600ml*12,156,-1642.8600000000001,18564.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻水光弹润洗发露600ml,24,-231.5,2616.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养洗发露600ml,24,-231.5,2616.0
2022/11/13 0:00:00,SK,Care,Extra Care,施华蔻盈萃柔顺护发精油80ml,24,-273.98,3097.2
2022/11/13 0:00:00,SK,Care,Syoss Care,丝蕴净油蓬松洗发露 680ml - Y24,9,-62.92,711.0
2022/11/13 0:00:00,SK,Care,Syoss Care,丝蕴水润顺滑洗发露 680ml,9,-62.92,711.0
2022/11/13 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护润发乳 680ml,18,-125.84,1422.0
2022/11/13 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护洗发露 680ml,9,-62.92,711.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳4-02,12,-94.52,1068.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳6-11/9,12,-73.11,1068.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝2.0号,12,-138.9,1308.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.0号,12,-138.9,1308.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.65号,24,-277.8,2616.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.68号,12,-138.9,1308.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜2.0/9,24,-83.88,1896.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.0/9,36,-125.83,2844.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.68/9,24,-83.88,1896.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.88/9,36,-125.82,2844.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,48,-167.76999999999998,3792.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,36,-125.82,2844.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.57/9,12,-41.94,948.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.7/9,24,-83.88,1896.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.9/9,12,-41.94,948.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜468,24,-303.28,2856.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.0/9,24,-83.88,1896.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜568,12,-151.64,1428.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜3.06,12,-97.75,1428.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜4.6,12,-97.75,1428.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜3.0 經典黑棕,12,-97.75,1428.0
2022/11/13 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,36,-293.25,4284.0
2022/11/13 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型喷发胶300ML*12,36,-129.34,2088.0
2022/11/13 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型定型喷发胶180ML*12,12,-31.21,456.0
2022/11/13 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱膏180ML*12,12,-23.0,336.0
2022/11/13 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱水150ml,12,-45.88,345.6
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护洗发露600ml,12,-168.85,1908.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻多效修护润发乳600ml,12,-115.75,1308.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻多效修护洗发露600ml,12,-115.75,1308.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护洗发露600ml*12,12,-168.85,1908.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养润发乳600ml,12,-168.85,1908.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养洗发露600ml,12,-168.85,1908.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻金纯盈润精油洗发露600ml,12,-115.75,1308.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 控油型 600ml*12,36,-379.12,4284.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 舒缓型 600ml*12,12,-126.37,1428.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养润发乳600ml,12,-115.75,1308.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养洗发露600ml,12,-115.75,1308.0
2022/11/14 0:00:00,SK,Care,Extra Care,施华蔻盈萃柔顺护发精油80ml,12,-136.99,1548.6
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳 5-6,12,-73.11,1068.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳5-68,12,-73.11,1068.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳6-11/9,12,-73.11,1068.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.68号,12,-138.9,1308.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.0/9,36,-125.83,2844.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜300,12,-151.64,1428.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,12,-41.94,948.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,12,-41.94,948.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜568,12,-151.64,1428.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜3.06,12,-97.75,1428.0
2022/11/14 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,12,-97.75,1428.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护润发乳600ml,24,-337.7,3816.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护洗发露600ml,72,-1013.11,11448.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻多效修护润发乳600ml,72,-694.53,7848.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻多效修护洗发露600ml,144,-1389.06,15696.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护精华液50ml*12,36,-379.11,4284.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护洗发露600ml*12,96,-1350.81,15264.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养润发乳600ml,48,-675.4,7632.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养洗发露600ml,72,-1013.1,11448.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻金纯盈润精油洗发露600ml,36,-347.26,3924.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻生姜精华润发乳 控油型 600ml*12,36,-379.11,4284.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 控油型 600ml*12,108,-1137.3600000000001,12852.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 舒缓型 600ml*12,60,-631.86,7140.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻水光弹润洗发露600ml,48,-463.02,5232.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养润发乳600ml,48,-463.01,5232.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养洗发露600ml,24,-231.5,2616.0
2022/11/15 0:00:00,SK,Care,Extra Care,施华蔻盈萃柔顺护发精油80ml,60,-684.96,7742.999999999999
2022/11/15 0:00:00,SK,Care,Syoss Care,丝蕴净油蓬松洗发露 680ml - Y24,45,-314.6,3555.0
2022/11/15 0:00:00,SK,Care,Syoss Care,丝蕴桃沁盈润洗发露 680ml - 宝可梦限定版,9,-62.92,711.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳 5-6,12,-73.11,1068.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳4.5-68,12,-73.11,1068.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳5-68,36,-219.32999999999998,3204.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳6-11/9,72,-438.65,6408.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳9.5-11,24,-189.04,2136.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝2.0号,60,-694.5,6540.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.0号,12,-138.9,1308.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.65号,24,-277.8,2616.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.68号,24,-277.8,2616.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜2.0/9,144,-503.33000000000004,11376.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.0/9,396,-1384.17,31284.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.68/9,312,-1090.55,24648.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.88/9,48,-167.76999999999998,3792.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜300,12,-151.64,1428.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,180,-629.15,14220.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,84,-293.6,6636.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.57/9,24,-83.88,1896.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.7/9,72,-251.64999999999998,5688.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.9/9,36,-125.83,2844.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜468,48,-606.56,5712.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.0/9,48,-167.76999999999998,3792.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.05/9号,24,-83.88,1896.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜568,24,-303.28,2856.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜3.06,24,-195.5,2856.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜4.6,24,-195.5,2856.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜3.0 經典黑棕,12,-97.75,1428.0
2022/11/15 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,36,-293.25,4284.0
2022/11/15 0:00:00,SK,Styling,Styling,got2b酷印强持久发胶250ml*12,12,-56.68,828.0
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型喷发胶300ML*12,72,-258.68,4176.0
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型啫喱水150ml,48,-183.52,1382.4
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴持久定型强力塑型发蜡85ml,12,-76.46,576.0
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型定型喷发胶180ML*12,36,-93.64,1368.0
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱膏180ML*12,24,-46.0,672.0
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴男士激强塑型劲强啫喱水150ml,24,-91.76,691.2
2022/11/15 0:00:00,SK,Styling,Styling,丝蕴盈润魅卷空气感润卷弹力素150ml,24,-47.16,691.2
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护润发乳600ml,24,-337.7,3816.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻氨基酸赋活修护洗发露600ml,72,-1013.12,11448.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻多效修护润发乳600ml,108,-1041.8,11772.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻多效修护洗发露600ml,216,-2083.59,23544.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护精华液50ml*12,12,-126.37,1428.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻防落发调理修护洗发露600ml*12,48,-675.4,7632.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养润发乳600ml,24,-337.7,3816.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻丰盈韧养洗发露600ml,36,-506.54999999999995,5724.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻金纯盈润精油洗发露600ml,120,-1157.55,13080.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻生姜精华润发乳 控油型 600ml*12,12,-126.37,1428.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 控油型 600ml*12,72,-758.24,8568.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻生姜精华洗发露 舒缓型 600ml*12,132,-1390.12,15708.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻水光弹润洗发露600ml,108,-1041.79,11772.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻羊绒脂滋养润发乳600ml,24,-231.51,2616.0
2022/11/16 0:00:00,SK,Care,Extra Care,施华蔻盈萃柔顺护发精油80ml,24,-273.98,3097.2
2022/11/16 0:00:00,SK,Care,Syoss Care,丝蕴净油蓬松洗发露 680ml - Y24,45,-314.61,3555.0
2022/11/16 0:00:00,SK,Care,Syoss Care,丝蕴水润顺滑洗发露 680ml,54,-377.53,4266.0
2022/11/16 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护润发乳 680ml,81,-566.29,6399.0
2022/11/16 0:00:00,SK,Care,Syoss Care,丝蕴滋养修护洗发露 680ml,72,-503.37,5688.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳 5-6,24,-146.22,2136.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳4.5-68,12,-73.11,1068.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳5-68,24,-146.22,2136.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳6-11/9,36,-219.32999999999998,3204.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻斐丝丽泡泡染发乳9.5-11,12,-94.52,1068.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝2.0号,24,-277.8,2616.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.0号,12,-138.9,1308.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发摩丝3.68号,24,-277.8,2616.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜2.0/9,228,-796.95,18012.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.0/9,264,-922.77,20856.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.68/9,144,-503.33,11376.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜3.88/9,24,-83.88,1896.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.0/9,72,-251.66,5688.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.08/9,36,-125.83,2844.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.57/9,12,-41.94,948.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.7/9,36,-125.82,2844.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜4.9/9,12,-41.94,948.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜468,12,-151.64,1428.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜5.0/9,36,-125.82,2844.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然染发霜557号,24,-303.28,2856.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜2.0号,36,-293.25,4284.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施华蔻怡然滋养染发霜4.6,24,-195.5,2856.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜3.0 經典黑棕,12,-97.75,1428.0
2022/11/16 0:00:00,SK,Coloration,Coloration,施華蔻怡然植萃染髮霜4.0 自然棕,12,-97.75,1428.0
2022/11/16 0:00:00,SK,Styling,Styling,got2b酷印强持久发胶250ml*12,48,-226.72,3312.0
2022/11/16 0:00:00,SK,Styling,Styling,丝蕴持久定型强力定型喷发胶300ML*12,120,-431.13000000000005,6960.0
